Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time,SOC
3.1367182020405164,-0.6297341423227607,14.15969893075671,0.345405988417796,3.472392993082108,393.6355202774421,0.648256954077822
4.116214320896858,0.08380189475671629,13.644257967519994,0.5933627943827446,3.869234959809977,473.43565937502143,0.17238636210516622
3.7443897010793887,0.7458916717528166,36.71891031823628,-0.49906420241500205,3.7922735806432706,854.5473932021803,0.8723945633548149
3.517719423134962,0.46444977281912236,13.734116994732714,0.24974819921399782,2.7616298379794153,340.0043860598921,0.6131162390692415
2.765231688752142,0.6131222957228994,14.518240414502085,0.14349196628749739,2.7537240985605056,869.6496848121714,0.15720388355695425
2.7651906845715444,0.3175667334214347,31.57893918462873,0.6656607535765422,2.955896425166353,88.13443097669149,0.9623380574812068
2.598742140685939,0.38455312903570493,20.740894485768898,0.8121741209625211,3.113827034779763,776.7984372086307,0.5183654633353206
3.9724994478173903,0.6983913031306386,32.18486949343134,-0.9756864570452264,3.1943744883944207,847.5476330547364,0.072898451871655
3.521895519963455,-0.5006639822816281,7.2878155147534835,0.3480398381175853,3.6554852686166868,181.81765283733876,0.6268329044150672
3.703723382253277,-0.021150072713719048,22.06499177856845,-0.896328401760542,2.5963567346819203,430.34653237220044,0.2531989070128102
2.534993640302864,-0.5575811163607955,6.176476006414893,0.09771733015471185,2.558943597184313,165.49977466365561,0.8036934518773025
4.148846748675391,0.975336015993294,7.192862120937408,-0.4247345419126436,3.1662479570046456,706.6041289942177,0.8178220735661906
3.9151524893607172,0.8881186793732265,36.72531086705438,-0.3864468009557176,3.685178276634567,535.3477680616568,0.9789473558546619
2.8609764881530695,-0.9211463772629882,9.87358798911583,-0.29408299309528685,2.8288400830260203,635.323346708321,0.5018695310245037
2.809102444252071,0.41115034503137693,23.6347238796326,0.24258489809922024,3.590557618135628,196.48696695621115,0.45495687972773713
2.8117876667508375,0.8504966348313316,19.38834609102473,-0.3319000686624616,2.941707834498509,211.7458620524195,0.7534756054464806
3.0172118130312144,-0.6388493097453329,17.157016419059495,0.4653981011805608,4.006346384982978,41.49732550990637,0.13247065634192656
3.3920859337748044,0.13589046110525893,36.494167099054536,-0.19094522885226062,4.022672905253248,322.0675351957297,0.5469155137931242
3.2343065316915967,0.8309765951760837,5.763818887142133,-0.8632935993800828,3.005388247278255,559.7446613336749,0.5462476001308509
2.9950895383366714,-0.9321080428284023,28.23263901614562,0.5675196849682145,2.890989381737509,857.9349139973287,0.08947312281038722
3.5401499210280454,0.39484053449367984,38.71880519747427,-0.428483350814588,3.1992167525125934,666.9274474586807,0.41798408550691357
2.737139563108471,-0.40530198525489847,24.605886421164467,-0.13446624080147473,2.908903694806253,435.39632339975145,0.853284798567202
2.996645902509871,0.8487923907530608,37.788786171158215,0.37088776644380306,3.6430525335958963,953.1201143941378,0.8561536219946603
3.1228151335992758,0.9421164903307355,6.829025775010832,-0.33508768570257597,3.9043099637320857,719.2452005758319,0.099237664919681
3.275318973168961,0.8885329782268678,19.657766167595646,-0.8868286877065688,3.644256622549069,930.16520286255,0.09072088274783086
3.834799134368123,-0.051571566685072456,14.10552268367179,-0.2521579059743728,3.9013957603238945,527.5879732721656,0.2626954770019353
2.8394454296692118,0.7240853019786269,30.578733774325542,0.8888971653886069,3.174886675752706,258.9042747931396,0.8747660625539935
3.37419854530314,0.6890987970701408,39.34539816740363,0.2834687945971164,2.7657388502050635,52.826686364721986,0.12890258507349894
3.5071047670654725,-0.36179905351348873,13.978552185548674,0.34295829733441385,3.754516610575907,726.0848514838505,0.7199968026274463
2.578965701623996,0.6578309483013547,27.896111051592605,0.2645643072752797,3.1128066587406416,121.30299800553412,0.10116561961310322
3.5328262482324453,-0.9259847305690148,11.933417146590905,-0.6020157220811264,3.6411604028895255,302.77512827196716,0.6231378537478254
2.789891010268396,0.19253975696410608,24.786558910006345,-0.16333227179543974,2.9600947013690018,532.4709078838974,0.3560672991191448
2.6105877080749753,-0.5399823254245939,21.237637034091765,0.5018795967266365,2.6380903791713437,564.4165877797477,0.788913962965867
4.113105413330667,-0.7588662284454424,39.0201865371038,-0.7972542048936817,4.187389052329198,600.583196987136,0.2336904488253636
4.141574456226751,-0.8460935967415817,26.29845454437633,-0.4442944478205755,2.7655425634820188,166.25533034970064,0.6392018293899598
3.874275491797984,0.3925775517562795,17.23272302303866,-0.4473617830682928,4.180315689737918,379.73740482164874,0.23568253457588495
